Order Date,Region,Sales Channel,Category,Product Name,Quantity,Unit Price,Total Sales,Profit
2023-04-16,East,Online,Office Supplies,Binder Pack,20,28.99,579.8,126.47
2023-04-17,South,In-Store,Office Supplies,Binder Pack,12,23.73,284.76,110.01
2023-04-17,East,Online,Office Supplies,Stapler,2,12.82,25.64,11.41
2023-04-17,Central,In-Store,Furniture,Desk,12,208.77,2505.24,712.91
2023-04-18,South,Online,Office Supplies,Pen Box,3,8.56,25.68,10.79
2023-04-18,South,In-Store,Office Supplies,Binder Pack,10,27.22,272.2,134.57
2023-04-18,North,Online,Furniture,Office Chair,4,386.33,1545.32,517.49
2023-04-19,Central,In-Store,Electronics,Headphones,12,61.18,734.16,156.72
2023-04-19,Central,Online,Furniture,Bookshelf,13,124.9,1623.7,610.44
2023-04-20,West,In-Store,Furniture,Bookshelf,19,227.49,4322.31,1640.88
2023-04-20,East,Distributor,Office Supplies,Stapler,14,9.45,132.3,49.1
2023-04-21,Central,In-Store,Office Supplies,Stapler,5,5.48,27.4,10.61
2023-04-21,West,Online,Electronics,Headphones,10,279.84,2798.4,643.99
2023-04-22,West,Online,Electronics,Monitor,9,356.3,3206.7,1546.16
2023-04-22,East,Online,Office Supplies,Printer Paper,19,14.21,269.99,116.86
2023-04-22,East,Online,Electronics,Monitor,22,392.97,8645.34,2030.73
2023-04-22,West,Online,Furniture,Desk,11,540.8,5948.8,2242.91
2023-04-22,North,In-Store,Furniture,Bookshelf,9,143.7,1293.3,594.77
2023-04-23,South,Distributor,Office Supplies,Printer Paper,9,25.09,225.81,79.42
2023-04-23,Central,Online,Furniture,Desk,12,303.15,3637.8,1631.41
2023-04-23,West,Online,Office Supplies,Binder Pack,24,22.25,534.0,116.55
2023-04-23,West,Online,Office Supplies,Binder Pack,16,21.09,337.44,156.18
2023-04-24,North,In-Store,Electronics,Headphones,4,270.81,1083.24,506.86
2023-04-24,East,Online,Furniture,Desk,16,319.58,5113.28,1282.72
2023-04-24,South,Online,Office Supplies,Binder Pack,23,25.14,578.22,215.51
2023-04-24,East,Online,Furniture,Desk,15,782.27,11734.05,5728.41
2023-04-26,East,Online,Office Supplies,Pen Box,21,16.62,349.02,91.89
2023-04-27,West,In-Store,Furniture,Bookshelf,21,191.84,4028.64,1485.55
2023-04-27,Central,Distributor,Office Supplies,Stapler,7,8.97,62.79,15.89
2023-04-28,West,Online,Office Supplies,Pen Box,16,8.16,130.56,31.89
2023-04-28,Central,Online,Electronics,Laptop,23,1125.44,25885.12,11868.59
2023-04-28,East,Online,Furniture,Bookshelf,10,115.11,1151.1,374.86
2023-04-29,West,Online,Office Supplies,Binder Pack,16,34.29,548.64,184.6
2023-04-29,West,Distributor,Electronics,Laptop,3,1987.63,5962.89,1555.65
2023-04-30,West,Online,Office Supplies,Pen Box,14,11.79,165.06,50.35
2023-04-30,North,In-Store,Furniture,Office Chair,1,421.54,421.54,135.78
2023-04-30,Central,In-Store,Electronics,Smartphone,23,776.37,17856.51,8541.93
2023-05-01,West,Online,Furniture,Desk,22,566.37,12460.14,4656.54
2023-05-01,West,Distributor,Electronics,Smartphone,12,570.69,6848.28,2736.78
2023-05-01,South,Online,Electronics,Headphones,22,68.56,1508.32,318.12
2023-05-02,East,Distributor,Electronics,Monitor,21,195.55,4106.55,993.17
2023-05-02,South,Online,Electronics,Monitor,5,246.81,1234.05,561.72
2023-05-03,Central,Distributor,Furniture,Desk,18,738.44,13291.92,3953.47
2023-05-03,West,Online,Furniture,Bookshelf,2,114.38,228.76,101.09
2023-05-03,West,In-Store,Electronics,Laptop,17,2105.04,35785.68,16441.75
2023-05-04,West,Online,Office Supplies,Binder Pack,5,21.44,107.2,24.15
2023-05-04,West,Online,Electronics,Smartphone,8,904.62,7236.96,2950.63
2023-05-04,Central,Online,Electronics,Monitor,22,457.82,10072.04,3013.86
2023-05-04,East,In-Store,Furniture,Desk,15,753.31,11299.65,4736.5
2023-05-04,South,Online,Electronics,Headphones,13,170.82,2220.66,928.44
2023-05-04,East,Online,Office Supplies,Binder Pack,17,25.05,425.85,190.57
2023-05-04,West,Online,Electronics,Monitor,9,356.85,3211.65,969.92
2023-05-04,East,Online,Electronics,Smartphone,15,1050.03,15750.45,6412.58
2023-05-04,South,In-Store,Office Supplies,Pen Box,10,5.82,58.2,26.14
2023-05-04,West,Online,Office Supplies,Stapler,15,6.95,104.25,39.35
2023-05-05,East,Online,Office Supplies,Binder Pack,2,17.03,34.06,12.67
2023-05-05,East,In-Store,Furniture,Office Chair,16,307.43,4918.88,1856.94
2023-05-05,West,In-Store,Electronics,Headphones,16,146.66,2346.56,820.61
2023-05-05,South,Online,Furniture,Bookshelf,1,182.27,182.27,81.62
2023-05-06,North,In-Store,Electronics,Laptop,19,1963.67,37309.73,8478.47
2023-05-06,West,Online,Office Supplies,Pen Box,18,18.2,327.6,146.71
2023-05-06,West,Online,Office Supplies,Pen Box,16,5.63,90.08,36.74
2023-05-08,Central,In-Store,Furniture,Office Chair,1,247.08,247.08,114.9
2023-05-08,South,Online,Electronics,Smartphone,5,739.02,3695.1,819.04
2023-05-08,Central,Online,Electronics,Smartphone,8,778.91,6231.28,2955.33
2023-05-08,North,Online,Office Supplies,Printer Paper,19,25.02,475.38,112.98
2023-05-08,West,Online,Electronics,Smartphone,10,1031.29,10312.9,3431.79
2023-05-08,North,In-Store,Furniture,Bookshelf,12,122.05,1464.6,544.31
2023-05-08,South,In-Store,Furniture,Office Chair,2,260.1,520.2,231.89
2023-05-09,South,Online,Furniture,Desk,18,512.73,9229.14,2355.62
2023-05-10,South,In-Store,Office Supplies,Stapler,21,7.67,161.07,53.27
2023-05-11,East,Online,Electronics,Smartphone,3,1041.91,3125.73,1062.05
2023-05-11,Central,Online,Furniture,Office Chair,7,290.84,2035.88,557.85
2023-05-11,West,Online,Electronics,Monitor,11,205.76,2263.36,959.54
2023-05-11,North,In-Store,Electronics,Smartphone,9,868.95,7820.55,2595.12
2023-05-12,East,In-Store,Electronics,Laptop,11,964.41,10608.51,2999.51
2023-05-12,West,Online,Electronics,Monitor,8,306.53,2452.24,926.79
2023-05-12,West,In-Store,Electronics,Laptop,13,1881.98,24465.74,11389.09
2023-05-13,East,Online,Furniture,Desk,12,506.08,6072.96,2049.48
2023-05-13,North,Online,Office Supplies,Binder Pack,7,35.64,249.48,97.23
2023-05-13,North,Online,Office Supplies,Pen Box,18,18.6,334.8,95.71
2023-05-15,East,Online,Office Supplies,Stapler,16,6.33,101.28,29.18
2023-05-15,Central,In-Store,Office Supplies,Printer Paper,9,29.75,267.75,131.02
2023-05-15,West,Online,Electronics,Headphones,7,199.03,1393.21,444.19
2023-05-15,East,Online,Office Supplies,Stapler,10,9.7,97.0,25.62
2023-05-15,West,Online,Electronics,Headphones,1,249.64,249.64,54.97
2023-05-16,South,Online,Furniture,Desk,13,370.62,4818.06,1791.81
2023-05-16,West,In-Store,Electronics,Laptop,19,1192.86,22664.34,8928.55
2023-05-16,North,Online,Electronics,Laptop,1,1918.47,1918.47,884.0
2023-05-17,South,In-Store,Furniture,Bookshelf,24,103.5,2484.0,1138.55
2023-05-17,East,Distributor,Office Supplies,Binder Pack,16,29.63,474.08,183.55
2023-05-17,East,Online,Electronics,Headphones,6,147.58,885.48,282.27
2023-05-17,Central,Online,Office Supplies,Binder Pack,24,27.0,648.0,221.25
2023-05-17,South,Online,Furniture,Office Chair,10,271.38,2713.8,651.93
2023-05-17,East,In-Store,Office Supplies,Printer Paper,1,10.67,10.67,3.17
2023-05-18,Central,In-Store,Office Supplies,Printer Paper,24,10.03,240.72,117.52
2023-05-19,Central,In-Store,Furniture,Desk,2,494.75,989.5,247.77
2023-05-19,West,Online,Electronics,Headphones,8,149.42,1195.36,393.73
2023-05-20,South,Online,Furniture,Desk,7,660.19,4621.33,1130.66
2023-05-20,North,In-Store,Furniture,Bookshelf,24,108.6,2606.4,1281.68
2023-05-20,Central,In-Store,Furniture,Bookshelf,2,145.6,291.2,103.65
2023-05-21,East,In-Store,Office Supplies,Pen Box,9,10.92,98.28,38.22
2023-05-21,North,In-Store,Furniture,Office Chair,1,376.25,376.25,83.42
2023-05-22,South,Online,Furniture,Bookshelf,2,113.11,226.22,92.04
2023-05-23,West,Online,Furniture,Bookshelf,9,208.73,1878.57,876.89
2023-05-23,West,Online,Furniture,Desk,1,280.14,280.14,78.25
2023-05-23,East,Distributor,Office Supplies,Pen Box,13,9.4,122.2,42.16
2023-05-23,North,In-Store,Electronics,Headphones,2,93.63,187.26,64.15
2023-05-23,Central,Online,Electronics,Headphones,17,257.66,4380.22,1030.9
2023-05-24,South,In-Store,Electronics,Monitor,19,496.17,9427.23,3971.33
2023-05-25,Central,Online,Electronics,Headphones,6,188.67,1132.02,509.35
2023-05-25,Central,Online,Furniture,Desk,4,597.28,2389.12,1061.93
2023-05-25,North,Distributor,Furniture,Bookshelf,12,158.66,1903.92,814.72
2023-05-25,West,In-Store,Furniture,Desk,20,622.58,12451.6,5265.42
2023-05-25,West,Online,Office Supplies,Stapler,5,7.14,35.7,16.27
2023-05-25,West,Online,Office Supplies,Binder Pack,14,27.15,380.1,80.24
2023-05-27,East,Online,Office Supplies,Binder Pack,13,35.69,463.97,222.13
2023-05-28,South,In-Store,Office Supplies,Printer Paper,2,28.63,57.26,18.93
2023-05-28,East,In-Store,Furniture,Bookshelf,23,133.76,3076.48,1085.49
2023-05-28,Central,Distributor,Office Supplies,Binder Pack,18,20.64,371.52,137.22
2023-05-29,Central,Distributor,Electronics,Monitor,13,396.59,5155.67,1090.8
2023-05-29,South,In-Store,Office Supplies,Printer Paper,2,14.52,29.04,8.96
2023-05-30,North,In-Store,Furniture,Desk,5,300.88,1504.4,518.98
2023-05-30,South,Online,Furniture,Desk,1,526.16,526.16,213.86
2023-05-30,South,In-Store,Office Supplies,Binder Pack,9,20.38,183.42,39.65
2023-05-31,East,Online,Office Supplies,Pen Box,19,6.97,132.43,29.59
2023-05-31,North,In-Store,Furniture,Desk,16,287.1,4593.6,1976.94
2023-06-01,South,Online,Furniture,Office Chair,9,219.56,1976.04,869.67
2023-06-01,Central,Online,Furniture,Office Chair,7,240.17,1681.19,789.67
2023-06-01,North,In-Store,Furniture,Office Chair,1,319.54,319.54,157.28
2023-06-01,West,Online,Furniture,Bookshelf,20,101.25,2025.0,651.69
2023-06-03,South,Online,Office Supplies,Binder Pack,16,18.47,295.52,69.2
2023-06-03,East,Online,Office Supplies,Pen Box,12,14.42,173.04,79.93
2023-06-04,Central,Online,Furniture,Office Chair,5,489.28,2446.4,1125.35
2023-06-04,South,In-Store,Office Supplies,Printer Paper,2,23.58,47.16,17.45
2023-06-04,North,Online,Electronics,Monitor,20,454.79,9095.8,2217.85
2023-06-04,South,Distributor,Electronics,Smartphone,23,980.72,22556.56,6135.74
2023-06-05,South,In-Store,Furniture,Bookshelf,8,205.57,1644.56,443.0
2023-06-05,Central,In-Store,Office Supplies,Binder Pack,21,16.47,345.87,113.96
2023-06-05,Central,In-Store,Electronics,Laptop,8,904.18,7233.44,2711.85
2023-06-05,South,Online,Furniture,Bookshelf,7,108.17,757.19,245.22
2023-06-05,South,In-Store,Electronics,Smartphone,2,925.17,1850.34,777.74
2023-06-05,North,Online,Electronics,Headphones,2,133.49,266.98,91.57
2023-06-06,South,Online,Office Supplies,Binder Pack,3,33.06,99.18,45.72
2023-06-06,West,In-Store,Electronics,Headphones,3,114.82,344.46,96.04
2023-06-06,Central,Distributor,Electronics,Headphones,7,212.26,1485.82,337.75
2023-06-06,East,Online,Furniture,Office Chair,23,308.63,7098.49,3021.8
2023-06-06,East,Distributor,Office Supplies,Binder Pack,14,16.92,236.88,59.78
2023-06-06,West,In-Store,Electronics,Monitor,18,381.92,6874.56,2334.78
2023-06-06,West,Online,Electronics,Smartphone,4,715.24,2860.96,723.26
2023-06-07,West,Online,Electronics,Monitor,10,290.86,2908.6,1402.17
2023-06-07,West,Online,Electronics,Laptop,20,1202.8,24056.0,9231.96
2023-06-07,North,In-Store,Electronics,Laptop,11,2243.47,24678.17,6149.54
2023-06-07,East,In-Store,Office Supplies,Printer Paper,1,18.8,18.8,6.37
2023-06-08,West,Online,Furniture,Office Chair,19,491.94,9346.86,2891.47
2023-06-08,West,Online,Electronics,Monitor,20,159.19,3183.8,1421.2
2023-06-08,North,In-Store,Office Supplies,Pen Box,6,6.57,39.42,16.57
2023-06-09,North,Online,Office Supplies,Printer Paper,21,22.53,473.13,175.19
2023-06-10,East,In-Store,Furniture,Bookshelf,1,158.21,158.21,72.06
2023-06-10,Central,Online,Electronics,Headphones,22,129.34,2845.48,1326.63
2023-06-10,West,Online,Furniture,Desk,2,667.79,1335.58,624.38
2023-06-10,West,In-Store,Electronics,Smartphone,9,873.92,7865.28,3917.83
2023-06-10,West,Online,Furniture,Desk,12,372.49,4469.88,1098.84
2023-06-10,East,In-Store,Office Supplies,Pen Box,18,17.49,314.82,102.96
2023-06-10,Central,In-Store,Furniture,Office Chair,4,260.56,1042.24,518.12
2023-06-11,South,Online,Office Supplies,Printer Paper,3,19.25,57.75,17.01
2023-06-11,South,In-Store,Furniture,Desk,23,469.39,10795.97,4498.06
2023-06-11,West,Online,Furniture,Bookshelf,3,131.94,395.82,163.24
2023-06-11,South,Distributor,Furniture,Office Chair,17,128.28,2180.76,761.33
2023-06-11,West,In-Store,Furniture,Office Chair,19,197.77,3757.63,1236.46
2023-06-12,Central,Online,Office Supplies,Binder Pack,10,30.02,300.2,126.4
2023-06-12,South,In-Store,Furniture,Bookshelf,22,235.18,5173.96,2480.88
2023-06-12,South,Online,Office Supplies,Binder Pack,9,29.8,268.2,55.8
2023-06-12,Central,In-Store,Furniture,Desk,22,375.33,8257.26,3095.46
2023-06-12,North,Online,Office Supplies,Printer Paper,9,26.31,236.79,60.57
2023-06-12,West,Online,Furniture,Desk,13,269.34,3501.42,1078.77
2023-06-12,South,In-Store,Office Supplies,Stapler,8,7.99,63.92,29.47
2023-06-12,East,Online,Office Supplies,Stapler,5,6.91,34.55,11.31
2023-06-12,North,Online,Office Supplies,Binder Pack,14,16.41,229.74,103.73
2023-06-13,East,In-Store,Office Supplies,Printer Paper,16,26.77,428.32,178.0
2023-06-13,North,Online,Office Supplies,Pen Box,15,13.46,201.9,91.87
2023-06-13,North,Online,Office Supplies,Pen Box,7,12.83,89.81,38.84
2023-06-13,East,Online,Electronics,Monitor,10,318.18,3181.8,775.97
2023-06-14,East,In-Store,Office Supplies,Stapler,5,7.05,35.25,10.63
2023-06-14,Central,Distributor,Furniture,Bookshelf,15,192.24,2883.6,609.66
2023-06-14,Central,In-Store,Office Supplies,Pen Box,6,6.49,38.94,9.78
2023-06-15,South,Online,Office Supplies,Pen Box,6,12.7,76.2,32.55
2023-06-15,Central,In-Store,Furniture,Bookshelf,3,105.7,317.1,102.19
2023-06-15,East,Online,Electronics,Monitor,3,249.31,747.93,192.52
2023-06-16,Central,In-Store,Office Supplies,Binder Pack,13,32.88,427.44,190.52
2023-06-16,South,In-Store,Electronics,Monitor,1,253.03,253.03,50.76
2023-06-16,Central,Online,Furniture,Office Chair,17,335.22,5698.74,1406.82
2023-06-17,Central,Online,Office Supplies,Pen Box,13,17.48,227.24,70.21
2023-06-17,West,In-Store,Furniture,Desk,11,372.94,4102.34,919.6
2023-06-17,North,In-Store,Electronics,Monitor,18,427.57,7696.26,1584.39
2023-06-17,South,Online,Electronics,Monitor,7,194.94,1364.58,636.31
2023-06-17,Central,Online,Electronics,Headphones,22,218.22,4800.84,2321.4
2023-06-17,Central,Online,Furniture,Bookshelf,7,97.24,680.68,205.56
2023-06-18,East,In-Store,Furniture,Bookshelf,6,96.85,581.1,158.93
2023-06-18,East,In-Store,Furniture,Office Chair,12,233.42,2801.04,993.45
2023-06-18,Central,In-Store,Electronics,Monitor,20,198.17,3963.4,1747.55
2023-06-18,West,In-Store,Electronics,Headphones,11,145.34,1598.74,353.83
2023-06-18,North,Online,Electronics,Laptop,15,1900.02,28500.3,6179.77
2023-06-19,South,In-Store,Furniture,Desk,19,241.8,4594.2,1893.79
2023-06-19,East,Online,Electronics,Monitor,11,297.26,3269.86,938.13
2023-06-19,East,Online,Furniture,Desk,6,465.31,2791.86,1243.11
2023-06-19,West,Online,Office Supplies,Stapler,9,11.68,105.12,42.14
2023-06-20,Central,Online,Office Supplies,Binder Pack,23,18.8,432.4,172.43
2023-06-20,South,Online,Electronics,Smartphone,5,959.58,4797.9,1884.18
2023-06-20,North,Distributor,Furniture,Bookshelf,13,199.05,2587.65,1230.49
2023-06-21,South,Online,Office Supplies,Pen Box,5,19.04,95.2,30.43
2023-06-21,West,Online,Electronics,Monitor,14,498.88,6984.32,3004.53
2023-06-21,East,Online,Office Supplies,Pen Box,24,10.89,261.36,71.69
2023-06-21,North,Online,Furniture,Office Chair,11,302.05,3322.55,1445.36
2023-06-22,West,Online,Furniture,Office Chair,21,324.14,6806.94,2323.04
2023-06-22,Central,In-Store,Electronics,Laptop,17,2177.27,37013.59,17008.4
2023-06-22,West,Online,Office Supplies,Pen Box,7,6.83,47.81,11.54
2023-06-22,West,Distributor,Office Supplies,Printer Paper,19,15.11,287.09,143.24
2023-06-22,West,Online,Office Supplies,Pen Box,12,7.08,84.96,38.28
2023-06-23,South,In-Store,Office Supplies,Stapler,16,8.11,129.76,63.29
2023-06-23,West,Online,Office Supplies,Printer Paper,14,27.48,384.72,84.18
2023-06-23,North,Online,Office Supplies,Printer Paper,18,23.17,417.06,189.9
2023-06-24,South,In-Store,Electronics,Headphones,12,293.82,3525.84,1335.07
2023-06-24,East,Online,Electronics,Laptop,24,2337.89,56109.36,20403.13
2023-06-24,West,Online,Electronics,Headphones,15,62.94,944.1,339.98
2023-06-25,South,Online,Electronics,Laptop,17,2230.5,37918.5,8520.83
2023-06-25,West,Online,Office Supplies,Stapler,10,12.01,120.1,53.97
2023-06-25,West,In-Store,Electronics,Laptop,18,969.5,17451.0,6840.16
2023-06-25,East,Online,Electronics,Monitor,19,336.58,6395.02,3168.38
2023-06-25,East,Online,Furniture,Bookshelf,19,92.76,1762.44,540.8
2023-06-25,North,Online,Electronics,Monitor,1,199.39,199.39,48.58
2023-06-25,North,Online,Furniture,Bookshelf,11,212.11,2333.21,1016.28
2023-06-25,West,Online,Electronics,Smartphone,1,870.08,870.08,316.6
2023-06-25,West,Online,Electronics,Monitor,21,374.67,7868.07,3739.89
2023-06-26,North,Distributor,Furniture,Office Chair,10,457.31,4573.1,1245.66
2023-06-27,North,Online,Furniture,Bookshelf,19,149.88,2847.72,600.08
2023-06-27,North,Distributor,Furniture,Office Chair,4,252.68,1010.72,257.79
2023-06-27,Central,Online,Office Supplies,Binder Pack,16,37.62,601.92,239.63
2023-06-27,East,In-Store,Furniture,Bookshelf,5,151.15,755.75,240.03
2023-06-27,South,In-Store,Office Supplies,Printer Paper,9,26.13,235.17,106.45
2023-06-28,East,Online,Office Supplies,Stapler,13,9.52,123.76,42.57
2023-06-28,East,Online,Electronics,Laptop,4,2363.24,9452.96,3324.22
2023-06-30,Central,Online,Electronics,Smartphone,8,434.64,3477.12,1058.88
2023-06-30,South,In-Store,Office Supplies,Pen Box,4,6.68,26.72,9.43
2023-06-30,Central,Distributor,Office Supplies,Printer Paper,15,14.22,213.3,94.83
2023-06-30,North,Distributor,Furniture,Desk,21,491.48,10321.08,3132.29
2023-06-30,South,Online,Electronics,Monitor,10,305.25,3052.5,783.49
2023-07-01,Central,In-Store,Office Supplies,Stapler,15,13.72,205.8,45.95
2023-07-01,South,In-Store,Electronics,Laptop,24,1763.62,42326.88,9061.34
2023-07-01,Central,Online,Electronics,Headphones,5,69.36,346.8,98.49
2023-07-01,Central,Online,Office Supplies,Stapler,1,7.55,7.55,2.62
2023-07-01,East,Online,Office Supplies,Binder Pack,19,29.29,556.51,239.09
2023-07-01,West,Online,Electronics,Laptop,2,1326.5,2653.0,1013.48
2023-07-02,West,In-Store,Office Supplies,Pen Box,23,6.95,159.85,45.8
2023-07-02,South,Distributor,Electronics,Smartphone,5,1017.96,5089.8,1776.88
2023-07-02,East,In-Store,Electronics,Monitor,4,385.34,1541.36,681.2
2023-07-02,North,Distributor,Office Supplies,Stapler,17,8.97,152.49,50.22
2023-07-03,Central,Online,Office Supplies,Printer Paper,16,17.5,280.0,71.7
2023-07-03,Central,Online,Furniture,Bookshelf,1,99.66,99.66,44.87
2023-07-03,West,Online,Furniture,Desk,12,536.74,6440.88,2041.8
2023-07-03,South,Online,Electronics,Headphones,21,90.71,1904.91,422.25
2023-07-03,North,Online,Furniture,Office Chair,6,117.47,704.82,272.78
2023-07-03,North,In-Store,Electronics,Laptop,10,888.91,8889.1,3582.47
2023-07-04,West,In-Store,Electronics,Smartphone,13,1128.78,14674.14,5818.14
2023-07-04,Central,Online,Office Supplies,Printer Paper,22,29.61,651.42,291.91
2023-07-04,East,Online,Furniture,Bookshelf,7,132.7,928.9,260.47
2023-07-04,Central,Online,Office Supplies,Printer Paper,24,21.99,527.76,191.06
2023-07-05,Central,Online,Furniture,Desk,23,556.28,12794.44,5636.88
2023-07-05,West,Online,Office Supplies,Printer Paper,12,17.41,208.92,93.82
2023-07-05,West,In-Store,Electronics,Monitor,14,251.83,3525.62,1736.39
2023-07-06,East,Online,Office Supplies,Stapler,16,8.99,143.84,38.19
2023-07-06,South,Online,Furniture,Bookshelf,22,120.9,2659.8,685.29
2023-07-06,North,Distributor,Office Supplies,Printer Paper,5,10.35,51.75,18.39
2023-07-06,East,Online,Furniture,Desk,20,454.18,9083.6,2053.81
2023-07-06,East,In-Store,Electronics,Laptop,10,1788.19,17881.9,7052.15
2023-07-06,North,Distributor,Office Supplies,Printer Paper,3,23.28,69.84,32.63
2023-07-07,North,Online,Office Supplies,Printer Paper,12,14.71,176.52,40.5
2023-07-07,West,Online,Office Supplies,Binder Pack,1,27.82,27.82,5.71
2023-07-07,Central,Online,Office Supplies,Stapler,13,12.72,165.36,82.64
2023-07-08,North,Online,Furniture,Desk,7,775.16,5426.12,1976.11
2023-07-08,East,Online,Furniture,Desk,18,469.59,8452.62,3135.85
2023-07-12,Central,Online,Office Supplies,Printer Paper,10,15.69,156.9,44.38
2023-07-13,East,Online,Office Supplies,Binder Pack,14,16.33,228.62,84.4
2023-07-13,West,In-Store,Furniture,Bookshelf,12,190.61,2287.32,685.53
2023-07-13,Central,Online,Furniture,Desk,5,535.11,2675.55,1081.14
2023-07-13,Central,Distributor,Office Supplies,Printer Paper,7,12.59,88.13,28.75
2023-07-14,South,Online,Furniture,Bookshelf,14,160.72,2250.08,958.61
2023-07-14,East,Online,Furniture,Desk,7,597.82,4184.74,1948.55
2023-07-15,Central,In-Store,Furniture,Desk,1,637.92,637.92,266.86
2023-07-15,Central,Online,Furniture,Office Chair,2,328.69,657.38,279.51
2023-07-15,East,Online,Electronics,Laptop,6,2143.52,12861.12,2690.86
2023-07-15,North,Online,Electronics,Smartphone,11,977.41,10751.51,3044.88
2023-07-15,Central,In-Store,Furniture,Office Chair,4,408.88,1635.52,390.66
2023-07-15,East,Online,Office Supplies,Printer Paper,9,26.43,237.87,117.19
2023-07-15,East,Online,Electronics,Headphones,24,248.27,5958.48,1765.63
2023-07-16,Central,In-Store,Electronics,Laptop,14,2243.13,31403.82,12776.92
2023-07-17,West,Online,Furniture,Bookshelf,23,84.19,1936.37,625.15
2023-07-17,East,Online,Furniture,Desk,4,606.39,2425.56,1105.07
2023-07-17,East,In-Store,Electronics,Smartphone,17,552.3,9389.1,3080.99
2023-07-17,Central,Online,Office Supplies,Stapler,24,12.71,305.04,114.07
2023-07-17,East,Distributor,Furniture,Desk,18,314.57,5662.26,2635.39
2023-07-17,South,Distributor,Furniture,Office Chair,20,257.84,5156.8,1395.64
2023-07-18,East,Online,Electronics,Smartphone,5,553.45,2767.25,890.67
2023-07-18,West,In-Store,Office Supplies,Stapler,7,12.77,89.39,30.19
2023-07-19,South,In-Store,Electronics,Smartphone,6,753.83,4522.98,1109.6
2023-07-20,West,Online,Electronics,Laptop,13,1478.16,19216.08,3919.69
2023-07-20,South,Online,Office Supplies,Pen Box,20,7.82,156.4,50.93
2023-07-20,East,In-Store,Electronics,Smartphone,10,696.76,6967.6,3009.27
2023-07-20,South,In-Store,Office Supplies,Binder Pack,12,27.6,331.2,75.38
2023-07-20,North,Online,Furniture,Desk,23,655.27,15071.21,5278.88
2023-07-20,Central,Online,Furniture,Bookshelf,10,157.43,1574.3,527.01
2023-07-20,South,Online,Electronics,Monitor,13,283.92,3690.96,989.96
2023-07-21,Central,Online,Electronics,Laptop,23,1863.04,42849.92,18415.95
2023-07-22,East,In-Store,Electronics,Smartphone,20,552.43,11048.6,2960.84
2023-07-22,South,Online,Furniture,Bookshelf,12,226.01,2712.12,610.49
2023-07-22,South,Online,Office Supplies,Stapler,11,11.51,126.61,37.82
2023-07-22,South,Online,Furniture,Bookshelf,7,169.7,1187.9,332.46
2023-07-22,West,Online,Furniture,Office Chair,16,440.95,7055.2,3166.16
2023-07-22,South,In-Store,Electronics,Smartphone,2,884.86,1769.72,538.52
2023-07-22,Central,Online,Office Supplies,Stapler,4,11.19,44.76,16.69
2023-07-23,West,In-Store,Office Supplies,Pen Box,22,18.22,400.84,196.55
2023-07-23,East,Online,Furniture,Desk,9,565.15,5086.35,1246.47
2023-07-24,East,In-Store,Furniture,Office Chair,2,303.34,606.68,240.11
2023-07-24,West,In-Store,Furniture,Office Chair,4,305.96,1223.84,326.1
2023-07-25,South,Distributor,Office Supplies,Pen Box,10,8.72,87.2,40.97
2023-07-25,East,In-Store,Electronics,Smartphone,3,717.69,2153.07,730.89
2023-07-26,West,Online,Furniture,Bookshelf,24,104.98,2519.52,662.81
2023-07-26,West,In-Store,Electronics,Monitor,10,279.02,2790.2,777.38
2023-07-26,South,In-Store,Office Supplies,Pen Box,15,12.22,183.3,85.69
2023-07-26,Central,In-Store,Office Supplies,Pen Box,19,19.61,372.59,163.2
2023-07-27,North,In-Store,Furniture,Desk,7,690.66,4834.62,1454.16
2023-07-27,South,In-Store,Electronics,Smartphone,9,901.3,8111.7,2917.96
2023-07-27,East,Online,Furniture,Office Chair,8,140.78,1126.24,235.94
2023-07-27,Central,In-Store,Office Supplies,Binder Pack,8,32.16,257.28,113.57
2023-07-27,Central,Online,Office Supplies,Printer Paper,13,28.74,373.62,83.71
2023-07-27,West,Online,Office Supplies,Binder Pack,15,38.25,573.75,188.11
2023-07-27,West,In-Store,Electronics,Smartphone,18,605.29,10895.22,3082.21
2023-07-28,Central,Online,Furniture,Bookshelf,5,93.81,469.05,213.12
2023-07-28,South,In-Store,Office Supplies,Stapler,24,10.0,240.0,89.74
2023-07-28,East,Online,Electronics,Laptop,1,1497.27,1497.27,550.01
2023-07-28,Central,Online,Electronics,Monitor,11,464.83,5113.13,1925.59
2023-07-28,South,Distributor,Electronics,Smartphone,24,1180.82,28339.68,11841.6
2023-07-28,North,Online,Furniture,Office Chair,11,383.46,4218.06,1328.74
2023-07-28,Central,Distributor,Office Supplies,Pen Box,11,15.79,173.69,84.4
2023-07-28,East,Distributor,Electronics,Laptop,19,1965.27,37340.13,12447.36
2023-07-28,North,Distributor,Furniture,Office Chair,24,259.13,6219.12,1459.91
2023-07-30,West,Distributor,Furniture,Bookshelf,6,92.94,557.64,174.38
2023-07-31,West,Online,Furniture,Bookshelf,21,119.68,2513.28,890.61
2023-07-31,Central,In-Store,Electronics,Monitor,7,151.65,1061.55,406.01
2023-07-31,Central,Online,Electronics,Headphones,9,252.48,2272.32,740.5
2023-08-01,West,Online,Office Supplies,Printer Paper,17,11.51,195.67,49.72
2023-08-01,Central,Distributor,Electronics,Monitor,19,366.48,6963.12,2548.05
2023-08-01,Central,Online,Office Supplies,Binder Pack,18,39.51,711.18,351.72
